iter	MultiClass
237	0.5779172812
238	0.5776310271
239	0.5773199124
240	0.5770435161
241	0.5768028962
242	0.5766048795
243	0.5762718704
244	0.5760426136
245	0.5757283356
246	0.5755221697
247	0.5752795668
248	0.5750305263
249	0.5746573946
250	0.5743146844
251	0.5741670574
252	0.5739352355
253	0.5736942944
254	0.5734215168
255	0.5731564661
256	0.5730072566
257	0.5727215994
258	0.5725311435
259	0.5720239951
260	0.5718793875
261	0.5715966318
262	0.5713042175
263	0.5708913176
264	0.5706287885
265	0.5704267529
266	0.5701081299
267	0.5699189654
268	0.5695959264
269	0.5694663378
270	0.5690998067
271	0.5688211272
272	0.5685484813
273	0.5682411677
274	0.5681156065
275	0.5678092484
276	0.5676002198
277	0.5673941353
278	0.5670865085
279	0.5669220953
280	0.5667184058
281	0.566347098
282	0.5660722005
283	0.5657197932
284	0.5653664434
285	0.5650825486
286	0.5648709498
287	0.5646796546
288	0.5644977692
289	0.5641566763
290	0.563983957
291	0.5637894323
292	0.563596669
293	0.5633066369
294	0.563067586
295	0.5629370739
296	0.5626894527
297	0.5625493054
298	0.5622946062
299	0.5620803391
300	0.561839694
301	0.5616560292
302	0.5615010249
303	0.561305025
304	0.5611263257
305	0.5608931146
306	0.5607632704
307	0.5606667215
308	0.5604161045
309	0.5602334356
310	0.5600266862
311	0.5597882096
312	0.5594846548
313	0.5593682226
314	0.559196994
315	0.5590210538
316	0.5587976887
317	0.5585311052
318	0.558338431
319	0.5581185893
320	0.5579453352
321	0.557674696
322	0.5573705273
323	0.5572855569
324	0.5569841986
325	0.5567478703
326	0.5565829218
327	0.5564662902
328	0.5562285968
329	0.5560458118
330	0.555802951
331	0.5556017897
332	0.5553727003
333	0.555097715
334	0.5549019455
335	0.5545273572
336	0.5543430879
337	0.5540048028
338	0.5537940794
339	0.5534705859
340	0.5532206501
341	0.5529392008
342	0.5526932647
343	0.5525428602
344	0.5522635383
345	0.5520542404
346	0.5518834736
347	0.551758532
348	0.5514756433
349	0.5512986731
350	0.5511346332
351	0.5508316891
352	0.550640294
353	0.5504515583
354	0.5502986904
355	0.549974165
356	0.5498587717
357	0.5496367626
358	0.5494911946
359	0.5493250836
360	0.5490865275
361	0.5488160694
362	0.5486203274
363	0.5484749756
364	0.5483286597
365	0.5482234914
366	0.548096796
367	0.5479200225
368	0.5478130038
369	0.5477024267
370	0.5475905505
371	0.5474530157
372	0.547339728
373	0.5471569985
374	0.546904397
375	0.5467033865
376	0.5465140729
377	0.546415922
378	0.5462556317
379	0.5461242676
380	0.545933702
381	0.5457199716
382	0.5455499654
383	0.5453966176
384	0.545232855
385	0.545129833
386	0.5449447868
387	0.5446482264
388	0.5444738953
389	0.5442761116
390	0.5441379566
391	0.5439969142
392	0.5438560417
393	0.543775063
394	0.5436381769
395	0.543539279
396	0.543314068
397	0.5430511649
398	0.5429671519
399	0.5428109082
400	0.5426687778
401	0.5424495214
402	0.5422949962
403	0.542103695
404	0.5419095973
405	0.5418171092
406	0.5416655177
407	0.5414150624
408	0.5411997667
409	0.5409219721
410	0.5407851086
411	0.540695609
412	0.5405821048
413	0.5403041754
414	0.5400445039
415	0.5398862086
416	0.5397198087
417	0.5396102461
418	0.539450005
419	0.5393668111
420	0.5392176727
421	0.5390085816
422	0.5389187053
423	0.5386822582
424	0.5384615791
425	0.5382725884
426	0.5381264925
427	0.5379904187
428	0.5378378027
429	0.5376599767
430	0.5374475221
431	0.537341998
432	0.5371872608
433	0.5370930051
434	0.5368599121
435	0.5367311712
436	0.5366118468
437	0.5364753344
438	0.5363508923
439	0.5362331751
440	0.5360037494
441	0.5357581874
442	0.5356202877
443	0.5354337255
444	0.5351197259
445	0.5348780451
446	0.5347080175
447	0.5345020414
448	0.5343590036
449	0.5342862443
450	0.5341090233
451	0.5339905566
452	0.5338172335
453	0.533663128
454	0.5335508385
455	0.5333681269
456	0.5331333928
457	0.5329249749
458	0.5327533774
459	0.5325873543
460	0.5323554144
461	0.5321995047
462	0.5320768898
463	0.5319533444
464	0.5318458844
465	0.5317065271
466	0.5315627306
467	0.5314786701
468	0.5313473883
469	0.5312136821
470	0.5310858904
471	0.5310064925
472	0.5308593786
473	0.5306993485
474	0.5305329053
475	0.5304498306
476	0.530324588
477	0.5301700658
478	0.5300222892
479	0.5298128248
480	0.5296058454
481	0.5294137073
482	0.5293004022
483	0.5292366743
484	0.5290351483
485	0.5288548273
486	0.528694925
487	0.5284929123
488	0.5283023814
489	0.5281060497
490	0.5279452079
491	0.5278503569
492	0.5277245494
493	0.5276131842
494	0.5274457296
495	0.5273460843
496	0.5272053354
497	0.5269793841
498	0.5268947342
499	0.5266993046
500	0.5265133545
501	0.5263918267
502	0.5262718906
503	0.5260511492
504	0.5259249465
505	0.5257728928
506	0.5256415812
507	0.5254705007
508	0.5252821796
509	0.525162796
510	0.5250368492
511	0.524919292
512	0.5247493572
513	0.5246431343
514	0.5244966397
515	0.5243979206
516	0.5243064285
517	0.5241721031
518	0.5239862618
519	0.5237988105
520	0.5236163499
521	0.5234660818
522	0.5233326431
523	0.5232363875
524	0.5230387785
525	0.5228848936
526	0.5227532419
527	0.5225981089
528	0.5224757763
529	0.5223430842
530	0.5221940327
531	0.5220529702
532	0.5219432028
533	0.5217963449
534	0.5216329342
535	0.5215125759
536	0.5213922181
537	0.5212453327
538	0.5210286133
539	0.520886828
540	0.5207430286
541	0.520643471
542	0.520461663
543	0.5202265468
544	0.5199963287
545	0.5198985
546	0.5197506776
547	0.5196881324
548	0.5195704007
549	0.5194693581
550	0.5193633882
551	0.5192766061
552	0.5191474277
553	0.5189203969
554	0.5188091715
555	0.518585711
556	0.5184364097
557	0.518288359
558	0.5181531338
559	0.5180202864
560	0.5179030783
561	0.5177501634
562	0.517627157
563	0.5174823734
564	0.5173899624
565	0.517215894
566	0.5170499102
567	0.5169431578
568	0.516812387
569	0.5166570367
570	0.5165359889
571	0.516435178
572	0.516331087
573	0.5162582615
574	0.5161221303
575	0.5160378353
576	0.5159642299
577	0.5158163286
578	0.5156756502
579	0.5154923571
580	0.5153032205
581	0.5151256414
582	0.5149643753
583	0.5148178564
584	0.514723414
585	0.5146088976
586	0.514499787
587	0.5143168704
588	0.5141809378
589	0.5140369161
590	0.5138421905
591	0.5137026373
592	0.5135437452
593	0.5133783301
594	0.5132450334
595	0.5131454794
596	0.5129632115
597	0.5128165577
598	0.5127320643
599	0.5125561304
600	0.5124442125
601	0.5123912189
602	0.5122537808
603	0.5121700808
604	0.5119436524
605	0.5117793506
606	0.5117107774
607	0.5116127088
608	0.5114797068
609	0.5112915559
610	0.5110718653
611	0.5109513299
612	0.5108164802
613	0.5106383276
614	0.510453242
615	0.5103534967
616	0.5101618099
617	0.5100611259
618	0.5099689353
619	0.5098358691
620	0.5097369655
621	0.5095616717
622	0.5094845254
623	0.509312215
624	0.5091403179
625	0.5090135901
626	0.5088849632
627	0.5087605893
628	0.5086772462
629	0.5084937043
630	0.5084300302
631	0.5083299583
632	0.5082000025
633	0.5080331777
634	0.507915796
635	0.5077405441
636	0.5076147998
637	0.5075124657
638	0.5073281828
639	0.5072429179
640	0.5071805593
641	0.507035521
642	0.5068838263
643	0.5067900381
644	0.5067052054
645	0.5066103099
646	0.5064923815
647	0.5064158708
648	0.5062848305
649	0.50619446
650	0.506125037
651	0.5059963635
652	0.5058985848
653	0.5057468258
654	0.5056250766
655	0.5054905031
656	0.5053808368
657	0.5052441689
658	0.5051566234
659	0.504998671
660	0.5048440657
661	0.5047099632
662	0.5045446965
663	0.5044534546
664	0.504258446
665	0.5041732483
666	0.5040846234
667	0.5039204907
668	0.5037925116
669	0.5036050434
670	0.5034518597
671	0.5033612092
672	0.50328225
673	0.5031049637
674	0.5028859866
675	0.5028270072
676	0.5026942672
677	0.5025821537
678	0.5024854427
679	0.5023945116
680	0.5023053276
681	0.5021536456
682	0.502065965
683	0.5019289379
684	0.501739452
685	0.5016655745
686	0.5015441903
687	0.50148577
688	0.5013904517
689	0.5012502819
690	0.5011385522
691	0.5010462252
692	0.5009125816
693	0.500840675
694	0.5006627396
695	0.5005794189
696	0.5005087518
697	0.5004309783
698	0.5003067189
699	0.5001384095
700	0.500029549
701	0.4999416637
702	0.4997379636
703	0.4996377022
704	0.4995661006
705	0.4993392511
706	0.4992391128
707	0.499120463
708	0.4990081138
709	0.4989283827
710	0.4988283506
711	0.4986773641
712	0.4985953017
713	0.4985126118
714	0.4984136667
715	0.4982419347
716	0.4981002486
717	0.4980264088
718	0.4979329535
719	0.4978206375
720	0.4975779017
721	0.4974412145
722	0.4973101504
723	0.4972059352
724	0.4971256491
725	0.4970563275
726	0.4969710609
727	0.4967369304
728	0.496664934
729	0.4965903322
730	0.4964674181
731	0.496425402
732	0.4962915421
733	0.4961673691
734	0.4959995618
735	0.4959072776
736	0.4958385197
737	0.4957513137
738	0.4956827588
739	0.495569121
740	0.4954692699
741	0.4952711315
742	0.4951860996
743	0.4950568367
744	0.4949335588
745	0.4948238364
746	0.4947604228
747	0.4946579158
748	0.494546304
749	0.4943656763
750	0.4943045574
751	0.4941930899
752	0.494103445
753	0.4939892031
754	0.4938462919
755	0.4937537268
756	0.4936645067
757	0.4935409131
758	0.4934109445
759	0.4933439344
760	0.4932182312
761	0.4931401964
762	0.4930578801
763	0.4929598856
764	0.4929053768
765	0.4927741612
766	0.4926575547
767	0.4925825905
768	0.4924118947
769	0.4923347437
770	0.4922047775
771	0.4921313159
772	0.4920773418
773	0.491986136
774	0.4918959077
775	0.4917773691
776	0.4917167221
777	0.4915718347
778	0.4914849265
779	0.4914092761
780	0.4912949822
781	0.4912108435
782	0.4911649612
783	0.4910677525
784	0.4909714792
785	0.4908599051
786	0.4907489352
787	0.4906510045
788	0.4905500895
789	0.4904566335
790	0.4903039666
791	0.4901666824
792	0.4900721276
793	0.4899810668
794	0.4898788595
795	0.4897809852
796	0.4896870421
797	0.4895797993
798	0.4894559354
799	0.4893667751
800	0.4892217661
801	0.4891173057
802	0.4890489681
803	0.4889682978
804	0.4888775037
805	0.488787794
806	0.4886876117
807	0.4885348021
808	0.4884482724
809	0.4883671568
810	0.4881993201
811	0.4880830118
812	0.4879355378
813	0.4878271636
814	0.487667104
815	0.4875465725
816	0.4874461964
817	0.4873544788
818	0.4872704761
819	0.4871240755
820	0.4870600275
821	0.4869399183
822	0.4868102339
823	0.4867602852
824	0.4866529781
825	0.4865848027
826	0.486480655
827	0.4864123442
828	0.4863310215
829	0.4861315993
830	0.4859882473
831	0.4859380054
832	0.4858587543
833	0.4857510472
834	0.4856861238
835	0.4855979046
836	0.4854840303
837	0.4853238039
838	0.4852623978
839	0.4851854683
840	0.48504952
841	0.4849732773
842	0.4848462566
843	0.4847210962
844	0.4846652367
845	0.484592174
846	0.4844652891
847	0.4843796279
848	0.4843200987
849	0.4842055882
850	0.4840761648
851	0.4839851307
852	0.4838937955
853	0.4838278576
854	0.4837719042
855	0.4837132083
856	0.4836463585
857	0.4835159837
858	0.483412569
859	0.4833289851
860	0.4832275032
861	0.4831075427
862	0.4830000843
863	0.4828692679
864	0.4827513026
865	0.4826295192
866	0.4825473931
867	0.4823877354
868	0.4823181922
869	0.4822434932
870	0.4821633709
871	0.4820255761
872	0.4818666856
873	0.4818039659
874	0.4817552847
875	0.4816345201
876	0.4815136459
877	0.4814082986
878	0.4812575183
879	0.4811502918
880	0.4810576218
881	0.4809676086
882	0.4808477693
883	0.480772499
884	0.4806680453
885	0.4805921612
886	0.4805318873
887	0.4804135993
888	0.4803501981
889	0.4802787914
890	0.480248931
891	0.4801582138
892	0.480061677
893	0.4799298715
894	0.4798560913
895	0.479787277
896	0.4797052723
897	0.4796149129
898	0.4795516612
899	0.4794146511
900	0.4793212662
901	0.4791702799
902	0.4790846112
903	0.4790223426
904	0.4788845278
905	0.4787460133
906	0.478668174
907	0.4785883812
908	0.4784876574
909	0.4784108414
910	0.4782614321
911	0.4781484173
912	0.478068117
913	0.47798742
914	0.477927613
915	0.4777966479
916	0.4777148713
917	0.4776385561
918	0.4775939138
919	0.47754455
920	0.4774110916
921	0.4772835843
922	0.4771951696
923	0.4771200363
924	0.4769690339
925	0.4767888816
926	0.4767226718
927	0.4766277475
928	0.4765760925
929	0.4764593891
930	0.476364091
931	0.476265885
932	0.4762144164
933	0.4761155176
934	0.4759958567
935	0.4758697294
936	0.4757733079
937	0.4756262473
938	0.4754316403
939	0.4753630672
940	0.4752135777
941	0.4750813204
942	0.4749434925
943	0.4748689015
944	0.474747157
945	0.4745989173
946	0.4744909054
947	0.4743647466
948	0.4742644243
949	0.4741621053
950	0.4741065523
951	0.4740394159
952	0.4739225579
953	0.473761929
954	0.4736533361
955	0.4736066536
956	0.4734884505
957	0.4734324498
958	0.4733642874
959	0.4732497147
960	0.4731570111
961	0.4731137144
962	0.4729943273
963	0.4729201187
964	0.4728409491
965	0.4727468568
966	0.472669793
967	0.4725755769
968	0.4724693196
969	0.4724088368
970	0.4723435106
971	0.4721902645
972	0.4721112858
973	0.4720345209
974	0.4719288163
975	0.4717756575
976	0.4716994768
977	0.471608055
978	0.4714891778
979	0.4714158955
980	0.4713280902
981	0.4711719181
982	0.4711135277
983	0.4710028133
984	0.4709333177
985	0.4708841753
986	0.4707618233
987	0.4706659818
988	0.4706151994
989	0.4705200525
990	0.4704138475
991	0.4703511665
992	0.4701959007
993	0.4700655199
994	0.4699572352
995	0.4698882159
996	0.4697930181
997	0.4696924682
998	0.4696526309
999	0.4695180434
